car,price,body,mileage,engType,registration,year,Model,drive
Toyota,10100,other,83,Other,yes,2008,Corolla,front
Toyota,9500,other,90,Other,yes,2008,Corolla,front
VAZ,4100,other,5,Gas,yes,2008,2170,front
VAZ,3199,other,127,Petrol,yes,2008,2121,full
Volkswagen,17000,other,184,Petrol,yes,2008,Passat B6,full
Volkswagen,7900,other,123,Petrol,yes,2008,Polo,front
Volkswagen,0,other,67,Other,yes,2008,Passat B6,
Volkswagen,0,other,440,Petrol,yes,2008,Eos,front
ZAZ,4580,other,82,Petrol,yes,2008,110557,front
ZAZ,3800,other,130,Gas,yes,2008,110557,
Acura,15000,sedan,150,Gas,yes,2008,RL,full
Alfa Romeo,12100,sedan,91,Petrol,yes,2008,159,front
Alfa Romeo,12000,sedan,150,Petrol,yes,2008,159,front
Alfa Romeo,11900,sedan,156,Petrol,yes,2008,159,front
Audi,24900,sedan,163,Diesel,yes,2008,A8,full
Audi,24500,sedan,122,Diesel,yes,2008,A8,full
Audi,22500,sedan,159,Petrol,yes,2008,S8,full
Audi,22500,sedan,124,Diesel,yes,2008,A8,full
Audi,17800,sedan,177,Petrol,yes,2008,A8,full
Audi,17500,sedan,94,Petrol,yes,2008,A4,front
Audi,16000,sedan,250,Diesel,yes,2008,A6,
Audi,15500,sedan,210,Diesel,yes,2008,A4,rear
Audi,14900,sedan,203,Petrol,yes,2008,A6,full
Audi,11300,sedan,202,Diesel,no,2008,A6,full
Bentley,53500,sedan,108,Petrol,yes,2008,Continental,full
BMW,34000,sedan,115,Petrol,yes,2008,750,full
BMW,26500,sedan,70,Petrol,yes,2008,330,rear
BMW,20000,sedan,230,Petrol,yes,2008,760,rear
BMW,19990,sedan,1,Diesel,yes,2008,320,rear
BMW,18500,sedan,114,Gas,yes,2008,520,rear
BMW,17900,sedan,69,Petrol,yes,2008,320,rear
BMW,16700,sedan,150,Diesel,yes,2008,520,rear
BMW,15500,sedan,216,Diesel,yes,2008,320,rear
BMW,15200,sedan,227,Petrol,yes,2008,525,rear
BMW,13000,sedan,90,Petrol,no,2008,M5,rear
BYD,6000,sedan,64,Gas,yes,2008,F3,front
Chery,4800,sedan,86,Gas,yes,2008,Eastar,front
Chery,4700,sedan,106,Gas,yes,2008,Elara,
Chery,4500,sedan,22,Gas,yes,2008,Kimo,front
Chery,3999,sedan,90,Petrol,yes,2008,Eastar,front
Chery,3500,sedan,223,Petrol,yes,2008,Eastar,front
Chery,3500,sedan,83,Petrol,yes,2008,Amulet,front
Chery,3100,sedan,94,Gas,yes,2008,Amulet,front
Chery,3000,sedan,140,Gas,yes,2008,Amulet,front
Chery,2900,sedan,128,Petrol,yes,2008,Amulet,front
Chery,2800,sedan,260,Petrol,yes,2008,Amulet,front
Chery,2800,sedan,140,Petrol,yes,2008,QQ,front
Chery,2600,sedan,185,Other,yes,2008,Eastar,front
Chery,2499,sedan,170,Petrol,yes,2008,Amulet,front
Chery,2499,sedan,115,Petrol,yes,2008,Jaggi,front
Chevrolet,8000,sedan,93,Gas,yes,2008,Epica,front
Chevrolet,7999,sedan,131,Petrol,yes,2008,Epica,front
Chevrolet,7800,sedan,163,Gas,yes,2008,Epica,front
Chevrolet,7500,sedan,121,Gas,yes,2008,Lacetti,front
Chevrolet,7300,sedan,120,Petrol,yes,2008,Lacetti,front
Chevrolet,7000,sedan,123,Petrol,yes,2008,Epica,front
Chevrolet,7000,sedan,80,Petrol,yes,2008,Lacetti,front
Chevrolet,7000,sedan,110,Petrol,yes,2008,Lacetti,front
Chevrolet,6950,sedan,32,Petrol,yes,2008,Aveo,front
Chevrolet,6900,sedan,167,Petrol,yes,2008,Epica,front
Chevrolet,6900,sedan,118,Petrol,yes,2008,Lacetti,front
Chevrolet,6900,sedan,155,Gas,yes,2008,Lacetti,front
Chevrolet,6700,sedan,79,Other,yes,2008,Aveo,front
Chevrolet,6550,sedan,134,Gas,yes,2008,Aveo,front
Chevrolet,6400,sedan,172,Gas,yes,2008,Lacetti,front
Chevrolet,6400,sedan,121,Petrol,yes,2008,Lacetti,front
Chevrolet,6300,sedan,150,Gas,yes,2008,Aveo,front
Chevrolet,6300,sedan,123,Petrol,yes,2008,Lacetti,front
Chevrolet,6300,sedan,96,Other,yes,2008,Lacetti,front
Chevrolet,6150,sedan,102,Petrol,yes,2008,Aveo,front
Chevrolet,6100,sedan,117,Gas,yes,2008,Aveo,front
Chevrolet,6100,sedan,162,Gas,yes,2008,Lacetti,front
Chevrolet,6000,sedan,128,Petrol,yes,2008,Aveo,front
Chevrolet,5999,sedan,121,Petrol,yes,2008,Lacetti,front
Chevrolet,5900,sedan,158,Petrol,yes,2008,Lacetti,front
Chevrolet,5850,sedan,96,Gas,yes,2008,Aveo,front
Chevrolet,5800,sedan,172,Other,yes,2008,Aveo,front
Chevrolet,5800,sedan,145,Gas,yes,2008,Aveo,front
Chevrolet,5700,sedan,89,Petrol,yes,2008,Aveo,front
Chevrolet,5600,sedan,115,Other,yes,2008,Aveo,front
Chevrolet,5400,sedan,129,Petrol,yes,2008,Aveo,front
Chevrolet,5200,sedan,179,Gas,yes,2008,Aveo,front
Chevrolet,5000,sedan,114,Gas,yes,2008,Aveo,front
Chevrolet,4999,sedan,117,Petrol,yes,2008,Aveo,front
Chevrolet,4999,sedan,150,Gas,yes,2008,Aveo,front
Chevrolet,4999,sedan,135,Gas,yes,2008,Aveo,front
Chevrolet,4950,sedan,127,Petrol,yes,2008,Aveo,front
Chrysler,13700,sedan,70,Petrol,yes,2008,Sebring,front
Chrysler,8900,sedan,236,Gas,yes,2008,Sebring,
Dacia,6600,sedan,9,Petrol,yes,2008,Logan,front
Dacia,4650,sedan,153,Diesel,yes,2008,Logan,front
Daewoo,5600,sedan,145,Petrol,yes,2008,Lanos,front
Daewoo,5200,sedan,60,Gas,yes,2008,Lanos,front
Daewoo,4700,sedan,160,Gas,yes,2008,Lanos,front
Daewoo,4700,sedan,86,Gas,yes,2008,Lanos,front
Daewoo,4650,sedan,64,Petrol,yes,2008,Lanos,front
Daewoo,4400,sedan,87,Petrol,yes,2008,Lanos,front
Daewoo,4300,sedan,148,Gas,yes,2008,Lanos,front
Daewoo,4300,sedan,112,Gas,yes,2008,Lanos,front
Daewoo,4299,sedan,140,Gas,yes,2008,Lanos,front
Daewoo,4250,sedan,156,Gas,yes,2008,Lanos,front
Daewoo,4200,sedan,99,Petrol,yes,2008,Lanos,front
Daewoo,4000,sedan,154,Gas,yes,2008,Lanos,front
Daewoo,3999,sedan,107,Gas,yes,2008,Lanos,front
Daewoo,3900,sedan,129,Petrol,yes,2008,Lanos,front
Daewoo,3900,sedan,101,Petrol,yes,2008,Lanos,front
Daewoo,3900,sedan,64,Gas,yes,2008,Lanos,front
Daewoo,3800,sedan,128,Gas,yes,2008,Nexia,front
Daewoo,3800,sedan,94,Petrol,yes,2008,Nexia,front
Daewoo,3750,sedan,102,Petrol,yes,2008,Lanos,front
Daewoo,3700,sedan,189,Gas,yes,2008,Lanos,front
Daewoo,3700,sedan,144,Gas,yes,2008,Nexia,front
Daewoo,3650,sedan,64,Petrol,yes,2008,Lanos,front
Daewoo,3450,sedan,134,Petrol,yes,2008,Matiz,front
Daewoo,3400,sedan,180,Petrol,yes,2008,Nexia,front
Daewoo,3350,sedan,175,Petrol,yes,2008,Lanos,front
Daewoo,3300,sedan,176,Gas,yes,2008,Lanos,front
Daewoo,3290,sedan,56,Petrol,yes,2008,Nexia,front
Daewoo,3200,sedan,75,Petrol,yes,2008,Lanos,front
Daewoo,3100,sedan,169,Petrol,yes,2008,Lanos,front
Dodge,8350,sedan,180,Petrol,yes,2008,Avenger,front
Dodge,7300,sedan,110,Petrol,yes,2008,Avenger,front
Ford,12000,sedan,130,Gas,yes,2008,Mondeo,front
Ford,10900,sedan,89,Petrol,yes,2008,Mondeo,front
Ford,10700,sedan,170,Diesel,yes,2008,Mondeo,front
Ford,10400,sedan,198,Gas,yes,2008,Focus,front
Ford,8900,sedan,117,Petrol,yes,2008,Mondeo,front
Ford,8000,sedan,107,Petrol,yes,2008,Focus,front
GAZ,5100,sedan,25,Petrol,yes,2008,31105,rear
GAZ,3800,sedan,144,Petrol,yes,2008,31105,rear
Geely,4700,sedan,175,Gas,yes,2008,MK,front
Geely,4250,sedan,80,Petrol,yes,2008,MK,front
Geely,4000,sedan,95,Petrol,yes,2008,MK,front
Geely,3800,sedan,116,Petrol,yes,2008,MK,front
Geely,3800,sedan,146,Gas,yes,2008,CK,front
Geely,3600,sedan,84,Petrol,yes,2008,MK,front
Geely,3250,sedan,129,Gas,yes,2008,CK,front
Hafei,6100,sedan,91,Petrol,yes,2008,Saibao,front
Honda,16200,sedan,90,Petrol,yes,2008,Accord,front
Honda,15200,sedan,159,Gas,yes,2008,Accord,
Honda,15199,sedan,126,Petrol,yes,2008,Accord,front
Honda,14800,sedan,140,Petrol,yes,2008,Accord,front
Honda,14100,sedan,97,Petrol,yes,2008,Accord,front
Honda,14000,sedan,104,Gas,yes,2008,Accord,front
Honda,13950,sedan,143,Petrol,yes,2008,Accord,rear
Honda,13700,sedan,120,Petrol,yes,2008,Accord,front
Honda,13600,sedan,130,Petrol,yes,2008,Accord,front
Honda,13200,sedan,145,Gas,yes,2008,Accord,front
Honda,13000,sedan,119,Other,yes,2008,Accord,front
Honda,12500,sedan,130,Petrol,yes,2008,Accord,front
Honda,12400,sedan,152,Petrol,yes,2008,Accord,front
Honda,12399,sedan,90,Petrol,yes,2008,Accord,front
Honda,12200,sedan,185,Gas,yes,2008,Accord,front
Honda,12000,sedan,135,Gas,yes,2008,Accord,front
Honda,11000,sedan,142,Petrol,yes,2008,Accord,front
Honda,10900,sedan,99,Petrol,yes,2008,Civic,front
Honda,10800,sedan,133,Petrol,yes,2008,Accord,front
Honda,10500,sedan,138,Gas,yes,2008,Civic,front
Honda,10300,sedan,134,Gas,yes,2008,Civic,front
Honda,9800,sedan,158,Other,yes,2008,Civic,front
Honda,9750,sedan,84,Petrol,yes,2008,Civic,front
Honda,9700,sedan,106,Petrol,yes,2008,Civic,front
Honda,9600,sedan,126,Petrol,yes,2008,Civic,front
Honda,9300,sedan,135,Other,yes,2008,Civic,front
Honda,9000,sedan,113,Gas,yes,2008,Civic,front
Honda,8900,sedan,178,Petrol,yes,2008,Civic,front
Honda,8700,sedan,150,Petrol,yes,2008,Civic,front
Honda,8600,sedan,117,Petrol,yes,2008,Civic,front
Hyundai,11000,sedan,149,Petrol,yes,2008,Grandeur,front
Hyundai,10900,sedan,115,Other,yes,2008,Sonata,front
Hyundai,10800,sedan,182,Gas,yes,2008,Sonata,front
Hyundai,10100,sedan,150,Gas,yes,2008,Sonata,front
Hyundai,8300,sedan,150,Gas,yes,2008,Sonata,front
Hyundai,8200,sedan,98,Gas,yes,2008,Elantra,front
Hyundai,7700,sedan,122,Gas,yes,2008,Accent,front
Hyundai,7700,sedan,107,Petrol,yes,2008,Elantra,front
Hyundai,7600,sedan,28,Petrol,yes,2008,Accent,front
Hyundai,7000,sedan,100,Petrol,yes,2008,Accent,front
Hyundai,7000,sedan,113,Diesel,yes,2008,Accent,front
Hyundai,6999,sedan,103,Diesel,yes,2008,Accent,front
Hyundai,6999,sedan,91,Petrol,yes,2008,Accent,
Hyundai,6999,sedan,71,Other,yes,2008,Accent,front
Hyundai,6800,sedan,140,Diesel,yes,2008,Accent,front
Hyundai,6700,sedan,95,Petrol,yes,2008,Accent,front
Hyundai,6700,sedan,100,Petrol,yes,2008,Accent,front
Hyundai,6700,sedan,87,Diesel,yes,2008,Accent,front
Hyundai,6700,sedan,54,Petrol,yes,2008,Accent,front
Hyundai,6500,sedan,92,Petrol,yes,2008,Accent,front
Hyundai,6500,sedan,65,Petrol,yes,2008,Accent,front
Hyundai,6500,sedan,150,Petrol,yes,2008,Accent,front
Hyundai,6300,sedan,164,Gas,yes,2008,Accent,front
Hyundai,6300,sedan,163,Diesel,yes,2008,Accent,front
Hyundai,6300,sedan,1,Petrol,yes,2008,Accent,
Hyundai,6200,sedan,114,Petrol,yes,2008,Accent,front
Hyundai,5950,sedan,109,Petrol,yes,2008,Accent,front
Hyundai,5400,sedan,102,Diesel,yes,2008,Accent,front
Hyundai,3700,sedan,119,Petrol,yes,2008,Accent,front
Infiniti,16300,sedan,86,Petrol,yes,2008,G35,full
Jaguar,18777,sedan,82,Petrol,yes,2008,XF,rear
Kia,11500,sedan,90,Petrol,yes,2008,Magentis,front
Kia,11111,sedan,107,Gas,yes,2008,Magentis,front
Kia,10900,sedan,136,Diesel,yes,2008,Magentis,front
Kia,10200,sedan,112,Gas,yes,2008,Magentis,front
Kia,9900,sedan,127,Gas,yes,2008,Magentis,front
Kia,8600,sedan,57,Petrol,yes,2008,Magentis,front
Kia,8500,sedan,150,Gas,yes,2008,Magentis,front
Kia,8300,sedan,176,Petrol,yes,2008,Magentis,front
Kia,8100,sedan,150,Gas,yes,2008,Magentis,front
Kia,7900,sedan,147,Gas,yes,2008,Cerato,front
Kia,7900,sedan,140,Diesel,yes,2008,Cerato,front
Kia,7500,sedan,118,Gas,yes,2008,Cerato,
Kia,7300,sedan,73,Petrol,yes,2008,Cerato,front
Kia,7250,sedan,170,Diesel,yes,2008,Cerato,
Kia,7000,sedan,156,Diesel,yes,2008,Cerato,front
Kia,6900,sedan,115,Gas,yes,2008,Cerato,front
Kia,6800,sedan,115,Gas,yes,2008,Rio,front
Lexus,25500,sedan,185,Petrol,yes,2008,LS 460,rear
Lexus,24100,sedan,122,Petrol,yes,2008,LS 460,rear
Lexus,23500,sedan,143,Petrol,yes,2008,LS 460,rear
Lexus,22900,sedan,120,Petrol,yes,2008,LS 460,rear
Lexus,22200,sedan,172,Petrol,yes,2008,LS 460,rear
Lexus,21900,sedan,77,Petrol,yes,2008,GS 300,rear
Lexus,21500,sedan,100,Petrol,yes,2008,IS 250,full
Lexus,21000,sedan,197,Petrol,yes,2008,LS 460,rear
Lexus,19999,sedan,82,Petrol,yes,2008,LS 460,front
Lexus,19300,sedan,103,Petrol,yes,2008,ES 350,front
Lexus,18500,sedan,102,Petrol,yes,2008,IS 300,rear
Lexus,17700,sedan,110,Petrol,yes,2008,ES 350,front
Lexus,16999,sedan,150,Gas,yes,2008,ES 350,front
Lexus,16200,sedan,86,Petrol,yes,2008,ES 350,front
Lexus,15700,sedan,105,Petrol,yes,2008,IS 300,rear
Lexus,14200,sedan,130,Petrol,yes,2008,IS 300,rear
Mazda,12000,sedan,70,Petrol,yes,2008,6,front
Mazda,11900,sedan,127,Petrol,yes,2008,6,front
Mazda,11800,sedan,95,Other,yes,2008,6,front
Mazda,11700,sedan,91,Petrol,yes,2008,6,front
Mazda,11300,sedan,180,Petrol,yes,2008,6,front
Mazda,10700,sedan,148,Petrol,yes,2008,6,front
Mazda,10500,sedan,121,Petrol,yes,2008,6 MPS,full
Mazda,10500,sedan,190,Petrol,yes,2008,6,front
Mazda,9200,sedan,86,Gas,yes,2008,3,front
Mazda,8777,sedan,152,Petrol,yes,2008,6 MPS,full
Mazda,8600,sedan,134,Petrol,yes,2008,3,front
Mazda,8500,sedan,135,Petrol,yes,2008,6 MPS,full
Mazda,7999,sedan,91,Petrol,yes,2008,3,front
Mazda,7700,sedan,100,Petrol,yes,2008,3,front
Mercedes-Benz,35500,sedan,160,Petrol,yes,2008,S 65 AMG,rear
Mercedes-Benz,30500,sedan,89,Petrol,yes,2008,CLS 63 AMG,rear
Mercedes-Benz,29500,sedan,135,Petrol,yes,2008,S 550,full
Mercedes-Benz,29500,sedan,134,Petrol,yes,2008,S 500,full
Mercedes-Benz,26900,sedan,150,Petrol,yes,2008,S 550,full
Mercedes-Benz,24990,sedan,85,Petrol,yes,2008,S 500,full
Mercedes-Benz,24500,sedan,180,Diesel,yes,2008,S 320,rear
Mercedes-Benz,24300,sedan,150,Gas,yes,2008,S 350,full
Mercedes-Benz,23999,sedan,204,Petrol,yes,2008,S 350,full
Mercedes-Benz,23500,sedan,200,Petrol,yes,2008,S 550,full
Mercedes-Benz,22900,sedan,131,Gas,yes,2008,S 500,full
Mercedes-Benz,21999,sedan,200,Diesel,yes,2008,E-Class,full
Mercedes-Benz,19500,sedan,180,Diesel,yes,2008,E-Class,full
Mercedes-Benz,18000,sedan,99,Petrol,yes,2008,C-Class,rear
Mercedes-Benz,17800,sedan,73,Petrol,yes,2008,C-Class,full
Mercedes-Benz,17499,sedan,145,Petrol,yes,2008,C-Class,rear
Mercedes-Benz,17300,sedan,107,Petrol,yes,2008,C-Class,rear
Mercedes-Benz,17300,sedan,184,Gas,yes,2008,E-Class,rear
Mercedes-Benz,16800,sedan,125,Petrol,yes,2008,C-Class,rear
Mercedes-Benz,15400,sedan,260,Diesel,yes,2008,E-Class,rear
Mitsubishi,10500,sedan,130,Petrol,yes,2008,Lancer X,front
Mitsubishi,10200,sedan,104,Gas,yes,2008,Lancer X,front
Mitsubishi,10200,sedan,102,Gas,yes,2008,Lancer X,front
Mitsubishi,9900,sedan,55,Other,yes,2008,Lancer X,front
Mitsubishi,9800,sedan,148,Gas,yes,2008,Lancer X,front
Mitsubishi,9500,sedan,136,Petrol,yes,2008,Lancer X,front
Mitsubishi,9450,sedan,125,Gas,yes,2008,Lancer X,front
Mitsubishi,9300,sedan,95,Petrol,yes,2008,Lancer X,front
Mitsubishi,9200,sedan,115,Petrol,yes,2008,Lancer X,front
Mitsubishi,9200,sedan,163,Petrol,yes,2008,Lancer X,front
Mitsubishi,9200,sedan,48,Petrol,yes,2008,Lancer X,front
Mitsubishi,9000,sedan,110,Petrol,yes,2008,Lancer X,front
Mitsubishi,8900,sedan,96,Petrol,yes,2008,Lancer X,front
Mitsubishi,8800,sedan,105,Gas,yes,2008,Lancer X,front
Mitsubishi,8700,sedan,80,Petrol,yes,2008,Lancer X,front
Mitsubishi,8500,sedan,110,Petrol,yes,2008,Lancer X,front
Mitsubishi,8500,sedan,116,Petrol,yes,2008,Lancer X,front
Mitsubishi,7999,sedan,112,Petrol,yes,2008,Lancer X,front
Mitsubishi,7900,sedan,238,Gas,yes,2008,Lancer X,front
Mitsubishi,7700,sedan,139,Petrol,yes,2008,Lancer X,front
Mitsubishi,7650,sedan,133,Gas,yes,2008,Lancer,front
Mitsubishi,7600,sedan,180,Gas,yes,2008,Lancer X,front
Mitsubishi,7500,sedan,79,Gas,yes,2008,Lancer,front
Mitsubishi,7400,sedan,148,Petrol,yes,2008,Lancer,front
Mitsubishi,7300,sedan,121,Gas,yes,2008,Lancer,front
Mitsubishi,7300,sedan,112,Petrol,yes,2008,Lancer,front
Mitsubishi,7300,sedan,145,Petrol,yes,2008,Lancer,front
Mitsubishi,7000,sedan,133,Petrol,yes,2008,Lancer,front
Mitsubishi,6900,sedan,122,Petrol,yes,2008,Lancer,front
Mitsubishi,6300,sedan,116,Petrol,yes,2008,Lancer X,front
Nissan,15000,sedan,92,Petrol,yes,2008,Teana,front
Nissan,8500,sedan,89,Petrol,yes,2008,TIIDA,front
Nissan,8399,sedan,34,Petrol,yes,2008,TIIDA,front
Nissan,7900,sedan,110,Petrol,yes,2008,TIIDA,front
Nissan,7900,sedan,82,Petrol,yes,2008,TIIDA,front
Nissan,7800,sedan,118,Petrol,yes,2008,TIIDA,
Nissan,7700,sedan,130,Gas,yes,2008,Almera,front
Nissan,7600,sedan,135,Petrol,yes,2008,TIIDA,front
Nissan,6500,sedan,383,Other,yes,2008,Almera,
Opel,11500,sedan,125,Petrol,yes,2008,Vectra C,front
Opel,10999,sedan,1,Petrol,yes,2008,Astra G,front
Opel,10500,sedan,103,Gas,yes,2008,Vectra C,front
Opel,10200,sedan,190,Petrol,yes,2008,Vectra C,front
Opel,9500,sedan,167,Petrol,yes,2008,Vectra C,front
Opel,9300,sedan,164,Gas,yes,2008,Vectra C,front
Opel,9100,sedan,147,Petrol,yes,2008,Vectra C,front
Opel,9100,sedan,138,Gas,yes,2008,Vectra C,front
Opel,8900,sedan,110,Petrol,yes,2008,Vectra C,front
Opel,6200,sedan,160,Gas,yes,2008,Astra G,front
Opel,5900,sedan,84,Gas,yes,2008,Astra G,front
Opel,5650,sedan,151,Petrol,yes,2008,Astra G,
Peugeot,5800,sedan,86,Petrol,yes,2008,206,front
Peugeot,5450,sedan,120,Petrol,yes,2008,206,front
Renault,7700,sedan,100,Gas,yes,2008,Megane,front
Renault,7600,sedan,97,Petrol,yes,2008,Megane,front
Renault,7245,sedan,87,Petrol,yes,2008,Megane,
Renault,5200,sedan,160,Gas,yes,2008,Symbol,front
Renault,4900,sedan,90,Gas,yes,2008,Symbol,front
Rolls-Royce,0,sedan,22,Other,yes,2008,Phantom,rear
Samand,3999,sedan,105,Gas,yes,2008,EL,front
Seat,2750,sedan,93,Petrol,yes,2008,Cordoba,front
Skoda,14000,sedan,70,Petrol,yes,2008,Octavia A5,front
Skoda,12000,sedan,145,Petrol,yes,2008,Octavia A5,front
Skoda,11900,sedan,210,Petrol,yes,2008,Superb,front
Skoda,11700,sedan,190,Gas,yes,2008,Octavia Tour,front
Skoda,11300,sedan,70,Petrol,yes,2008,Superb,front
Skoda,11300,sedan,80,Petrol,yes,2008,Superb,front
Skoda,10800,sedan,139,Petrol,yes,2008,Superb,front
Skoda,10500,sedan,170,Gas,yes,2008,Superb,front
Skoda,10000,sedan,184,Diesel,yes,2008,Octavia Tour,front
Skoda,9600,sedan,140,Petrol,yes,2008,Superb,front
Skoda,9600,sedan,58,Petrol,yes,2008,Superb,front
Skoda,9300,sedan,206,Gas,yes,2008,Superb,front
Skoda,9200,sedan,136,Diesel,yes,2008,Octavia Tour,front
Skoda,8800,sedan,125,Petrol,yes,2008,Octavia A5,front
Skoda,8600,sedan,80,Gas,yes,2008,Octavia Tour,front
Skoda,8500,sedan,149,Gas,yes,2008,Octavia Tour,front
Skoda,8400,sedan,122,Petrol,yes,2008,Octavia,front
Skoda,8400,sedan,110,Petrol,yes,2008,Octavia Tour,front
Skoda,8300,sedan,190,Petrol,yes,2008,Octavia Tour,front
Skoda,8300,sedan,271,Petrol,yes,2008,Superb,front
Skoda,8100,sedan,135,Petrol,yes,2008,Superb,front
Skoda,8000,sedan,126,Gas,yes,2008,Octavia,front
SMA,2900,sedan,150,Petrol,yes,2008,Maple C81,front
Subaru,10500,sedan,75,Petrol,yes,2008,Legacy,full
Subaru,9999,sedan,76,Petrol,yes,2008,Legacy,full
Subaru,7999,sedan,155,Petrol,yes,2008,Legacy,full
Suzuki,8750,sedan,89,Petrol,yes,2008,SX4,front
Toyota,15700,sedan,108,Petrol,yes,2008,Camry,front
Toyota,15700,sedan,125,Petrol,yes,2008,Camry,front
Toyota,15600,sedan,165,Gas,yes,2008,Camry,front
Toyota,15500,sedan,120,Petrol,yes,2008,Camry,front
Toyota,15500,sedan,129,Other,yes,2008,Camry,front
Toyota,14900,sedan,149,Gas,yes,2008,Camry,front
Toyota,14900,sedan,110,Petrol,yes,2008,Camry,front
Toyota,14900,sedan,106,Petrol,yes,2008,Camry,front
Toyota,14700,sedan,139,Petrol,yes,2008,Camry,front
Toyota,14700,sedan,141,Petrol,yes,2008,Camry,front
Toyota,14500,sedan,127,Gas,yes,2008,Camry,front
Toyota,14400,sedan,80,Petrol,yes,2008,Camry,front
Toyota,14300,sedan,71,Petrol,yes,2008,Camry,front
Toyota,14000,sedan,1,Petrol,yes,2008,Avensis,front
Toyota,13900,sedan,102,Gas,yes,2008,Camry,front
Toyota,13900,sedan,102,Gas,yes,2008,Camry,front
Toyota,13900,sedan,139,Other,yes,2008,Camry,front
Toyota,13500,sedan,158,Gas,yes,2008,Camry,front
Toyota,13500,sedan,139,Gas,yes,2008,Camry,front
Toyota,13400,sedan,125,Petrol,yes,2008,Camry,front
Toyota,13250,sedan,96,Gas,yes,2008,Rav 4,front
Toyota,12900,sedan,137,Petrol,yes,2008,Camry,front
Toyota,12800,sedan,145,Petrol,yes,2008,Camry,front
Toyota,12800,sedan,181,Petrol,yes,2008,Camry,front
Toyota,12700,sedan,130,Petrol,yes,2008,Camry,front
Toyota,12200,sedan,185,Petrol,yes,2008,Camry,front
Toyota,12000,sedan,133,Gas,yes,2008,Camry,front
Toyota,11999,sedan,139,Petrol,yes,2008,Camry,front
Toyota,11800,sedan,90,Petrol,yes,2008,Avensis,front
Toyota,11000,sedan,156,Petrol,yes,2008,Avensis,front
Toyota,10600,sedan,204,Other,yes,2008,Avensis,front
Toyota,10500,sedan,124,Petrol,yes,2008,Avensis,front
Toyota,10500,sedan,185,Petrol,yes,2008,Corolla,front
Toyota,10400,sedan,87,Petrol,yes,2008,Corolla,front
Toyota,10300,sedan,108,Petrol,yes,2008,Corolla,front
Toyota,9950,sedan,142,Petrol,yes,2008,Avensis,front
Toyota,9950,sedan,106,Gas,yes,2008,Corolla,front
Toyota,9800,sedan,123,Petrol,yes,2008,Corolla,front
Toyota,9700,sedan,130,Petrol,yes,2008,Corolla,front
Toyota,9400,sedan,148,Gas,yes,2008,Avensis,front
Toyota,9400,sedan,140,Petrol,yes,2008,Corolla,front
Toyota,9300,sedan,185,Gas,yes,2008,Corolla,front
Toyota,9200,sedan,115,Gas,yes,2008,Corolla,front
Toyota,8900,sedan,115,Petrol,yes,2008,Corolla,front
Toyota,8900,sedan,154,Gas,yes,2008,Corolla,front
Toyota,8900,sedan,87,Petrol,yes,2008,Corolla,front
Toyota,8650,sedan,132,Petrol,yes,2008,Corolla,front
Toyota,8600,sedan,126,Petrol,yes,2008,Corolla,front
Toyota,8500,sedan,168,Petrol,yes,2008,Corolla,front
VAZ,5250,sedan,56,Gas,yes,2008,2170,front
VAZ,4800,sedan,52,Petrol,yes,2008,2170,front
VAZ,4700,sedan,16,Petrol,yes,2008,2115,front
VAZ,4600,sedan,122,Other,yes,2008,2170,front
VAZ,4300,sedan,87,Petrol,yes,2008,2110,front
VAZ,4100,sedan,87,Gas,yes,2008,2170,
VAZ,3850,sedan,80,Petrol,yes,2008,2170,front
VAZ,3850,sedan,140,Petrol,yes,2008,2170,front
VAZ,3800,sedan,150,Petrol,yes,2008,2110,front
VAZ,3800,sedan,1,Petrol,yes,2008,2115,front
VAZ,3750,sedan,100,Petrol,yes,2008,2115,front
VAZ,3700,sedan,104,Gas,yes,2008,2115,front
VAZ,3650,sedan,82,Petrol,yes,2008,1118,front
VAZ,3650,sedan,137,Petrol,yes,2008,21099,front
VAZ,3600,sedan,215,Gas,yes,2008,2115,front
VAZ,3550,sedan,152,Petrol,yes,2008,2170,front
VAZ,3500,sedan,105,Gas,yes,2008,1118,front
VAZ,3500,sedan,108,Petrol,yes,2008,2115,front
VAZ,3500,sedan,90,Petrol,yes,2008,21099,front
VAZ,3450,sedan,110,Petrol,yes,2008,21099,front
VAZ,3400,sedan,109,Petrol,yes,2008,2115,front
VAZ,3350,sedan,154,Gas,yes,2008,21099,front
VAZ,3300,sedan,96,Gas,yes,2008,2115,front
VAZ,3297,sedan,116,Petrol,yes,2008,21099,front
VAZ,3000,sedan,160,Petrol,yes,2008,2113,front
VAZ,2900,sedan,32,Petrol,yes,2008,2107,rear
VAZ,2850,sedan,114,Petrol,yes,2008,21099,front
VAZ,2850,sedan,150,Petrol,yes,2008,21099,front
VAZ,2700,sedan,150,Gas,yes,2008,21099,front
Volkswagen,13300,sedan,133,Petrol,yes,2008,Passat B6,front
Volkswagen,12900,sedan,157,Gas,yes,2008,Passat B6,front
Volkswagen,12500,sedan,177,Petrol,yes,2008,Passat B6,front
Volkswagen,12000,sedan,152,Petrol,yes,2008,Passat B6,front
Volkswagen,11500,sedan,130,Diesel,yes,2008,Passat B6,front
Volkswagen,11500,sedan,169,Petrol,yes,2008,Passat B6,front
Volkswagen,10900,sedan,136,Petrol,yes,2008,Passat B6,front
Volkswagen,10800,sedan,100,Petrol,yes,2008,Passat B6,front
